EmployeeID,StartDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,GenderCode,RaceDesc,MaritalDesc,PerformanceScore,CurrentEmployeeRating,SurveyDate,EngagementScore,SatisfactionScore,WorkLifeBalanceScore,TrainingDate,TrainingProgramName,TrainingType,TrainingOutcome,TrainingDuration_Days,TrainingCost,Age
3312,01 December 2018,Production Technician I,MSC,Active,Part-Time,Zone C,Temporary,Production       ,Engineers,30 April 1946,MA,Male,Hispanic,Married,Fully Meets,4,14 June 2023,3,1,4,11 November 2022,Communication Skills,Internal,Failed,4,760.81,
3313,09 May 2021,Production Technician I,TNS,Active,Full-Time,Zone B,Full-Time,Production       ,Wireline Construction,16 February 1976,MA,Male,Hispanic,Married,Fully Meets,3,31 May 2023,1,2,2,30 March 2023,Technical Skills,Internal,Failed,1,705.95,
3314,01 January 2019,Production Technician I,PYZ,Active,Part-Time,Zone A,Temporary,Production       ,General - Eng,24 September 1955,MA,Male,Other,Widowed,Fully Meets,4,30 January 2023,1,4,1,10 June 2023,Customer Service,External,Incomplete,2,651.52,
3315,13 October 2018,Production Technician I,WBL,Voluntarily Terminated,Full-Time,Zone C,Temporary,Production       ,Field Operations,15 April 1957,MA,Female,Other,Widowed,Fully Meets,3,20 June 2023,5,3,4,03 February 2023,Leadership Development,Internal,Incomplete,1,976.59,
3316,25 April 2020,Production Technician I,NEL,Leave of Absence,Part-Time,Zone C,Full-Time,Production       ,Catv,11 November 1975,MA,Female,Hispanic,Widowed,Fully Meets,3,10 August 2022,2,1,2,17 August 2022,Communication Skills,Internal,Failed,1,780.12,
3317,17 March 2022,Production Technician I,PL,Active,Part-Time,Zone C,Full-Time,Production       ,Finance & Accounting,08 April 1983,MA,Female,Other,Single,Fully Meets,3,11 March 2023,1,5,5,20 December 2022,Customer Service,External,Passed,1,870.15,
3318,18 November 2019,Production Technician I,BPC,Leave of Absence,Part-Time,Zone A,Full-Time,Production       ,People Services,08 December 1996,MA,Male,White,Divorced,Fully Meets,3,17 November 2022,4,3,3,16 September 2022,Leadership Development,Internal,Incomplete,2,728.28,
3319,09 October 2019,Production Technician II,NEL,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,25 January 1963,MA,Female,Hispanic,Married,Fully Meets,3,05 August 2022,5,3,4,27 June 2023,Technical Skills,Internal,Completed,2,141.88,
3320,18 May 2020,Production Technician II,PL,Active,Part-Time,Zone A,Part-Time,Production       ,General - Con,06 July 1969,MA,Male,Other,Divorced,Fully Meets,5,10 January 2023,1,4,4,16 October 2022,Project Management,Internal,Completed,3,678.77,
3321,17 February 2019,Production Technician II,BPC,Active,Contract,Zone B,Full-Time,Production       ,Engineers,11 January 1986,MA,Male,White,Single,Fully Meets,2,05 January 2023,4,1,3,23 August 2022,Project Management,Internal,Passed,1,134.05,
3322,31 July 2020,Production Technician II,CCDR,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Production       ,Aerial,09 October 1943,MA,Male,White,Single,Fully Meets,4,27 November 2022,2,5,4,11 May 2023,Communication Skills,External,Failed,5,371.76,
3323,17 June 2023,Production Technician II,SVG,Leave of Absence,Full-Time,Zone C,Temporary,Production       ,Project Management - Con,04 June 1962,MA,Female,Black,Married,Fully Meets,4,09 November 2022,5,3,5,27 September 2022,Communication Skills,External,Incomplete,5,967.51,
3324,30 June 2019,Production Technician II,EW,Leave of Absence,Part-Time,Zone A,Part-Time,Production       ,Splicing,04 November 1952,MA,Female,Black,Divorced,PIP,3,06 September 2022,3,2,5,16 June 2023,Technical Skills,External,Failed,3,468.78,
3325,13 July 2021,Production Technician II,MSC,Voluntarily Terminated,Contract,Zone A,Part-Time,Production       ,Field Operations,14 October 1993,MA,Female,White,Single,Fully Meets,3,20 March 2023,4,5,5,17 April 2023,Technical Skills,External,Completed,4,747.42,
3326,14 January 2022,Production Technician I,PYZ,Active,Contract,Zone A,Temporary,Production       ,General - Con,03 September 1941,MA,Male,Hispanic,Divorced,Fully Meets,3,24 June 2023,4,1,3,06 November 2022,Project Management,Internal,Completed,3,115.27,
3327,01 January 2020,Production Technician I,WBL,Active,Contract,Zone C,Full-Time,Production       ,Fielders,27 April 1979,MA,Female,Hispanic,Widowed,Fully Meets,1,13 December 2022,5,1,1,04 June 2023,Customer Service,Internal,Incomplete,3,454.55,
3328,24 October 2020,Production Technician I,NEL,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Production       ,Engineers,06 February 1961,MA,Male,White,Married,Fully Meets,3,19 May 2023,2,5,4,26 November 2022,Technical Skills,Internal,Failed,1,391.22,
3329,24 October 2020,Production Technician I,PL,Active,Part-Time,Zone B,Full-Time,Production       ,General - Sga,08 October 1978,MA,Male,Hispanic,Divorced,Fully Meets,4,03 December 2022,4,4,3,21 December 2022,Customer Service,External,Incomplete,3,845.51,
3330,09 August 2020,Production Technician I,BPC,Active,Part-Time,Zone C,Part-Time,Production       ,Fielders,19 March 1976,MA,Female,White,Divorced,Fully Meets,4,26 April 2023,1,3,3,22 April 2023,Project Management,External,Incomplete,2,713.22,
3331,24 March 2019,Production Technician I,CCDR,Active,Full-Time,Zone A,Part-Time,Production       ,Field Operations,06 November 1963,MA,Female,Other,Single,Fully Meets,2,26 August 2022,1,5,5,11 August 2022,Communication Skills,Internal,Passed,2,242.55,
3332,29 October 2022,Production Technician I,SVG,Active,Part-Time,Zone B,Temporary,Production       ,Wireline Construction,06 March 1961,MA,Female,Other,Widowed,Fully Meets,3,29 March 2023,2,4,5,09 February 2023,Technical Skills,Internal,Completed,5,385.68,
3333,16 May 2023,Production Technician I,EW,Active,Contract,Zone B,Temporary,Production       ,Field Operations,29 October 1992,MA,Male,Hispanic,Single,Fully Meets,3,23 December 2022,2,3,1,05 January 2023,Customer Service,Internal,Passed,4,995.4,
3334,30 May 2023,Production Technician I,MSC,Active,Part-Time,Zone B,Part-Time,Production       ,Project Management - Con,19 May 1989,MA,Male,White,Single,Fully Meets,3,18 August 2022,1,4,2,23 October 2022,Project Management,External,Completed,5,583.4,
3335,28 June 2019,Production Technician I,TNS,Voluntarily Terminated,Part-Time,Zone B,Temporary,Production       ,Field Operations,07 April 1992,MA,Male,Other,Divorced,Fully Meets,3,01 December 2022,5,1,3,17 March 2023,Project Management,Internal,Incomplete,5,388.61,
3336,25 March 2023,Production Technician I,PYZ,Voluntarily Terminated,Contract,Zone A,Part-Time,Production       ,General - Con,21 June 1979,MA,Male,Asian,Divorced,Fully Meets,3,25 January 2023,4,4,2,02 April 2023,Leadership Development,Internal,Incomplete,4,290.13,
3337,26 August 2022,Production Technician I,WBL,Active,Full-Time,Zone A,Part-Time,Production       ,Engineers,29 January 1973,MA,Female,Black,Single,Fully Meets,3,21 February 2023,5,5,2,28 April 2023,Customer Service,Internal,Failed,3,933.76,
3338,15 November 2019,Production Technician I,NEL,Active,Contract,Zone C,Temporary,Production       ,General - Con,05 March 1950,MA,Female,Hispanic,Divorced,Fully Meets,3,28 March 2023,3,2,4,23 June 2023,Project Management,External,Incomplete,3,796.62,
3339,22 August 2021,Production Technician I,PL,Active,Part-Time,Zone C,Part-Time,Production       ,Technology / It,11 December 1951,MA,Male,Hispanic,Divorced,Fully Meets,5,01 August 2023,1,1,3,02 February 2023,Customer Service,External,Failed,4,986.69,
3340,29 November 2022,Production Technician I,BPC,Active,Part-Time,Zone A,Full-Time,Production       ,General - Con,10 May 1961,MA,Male,White,Married,Fully Meets,3,14 December 2022,5,2,3,09 July 2023,Technical Skills,External,Failed,4,965.82,
3341,15 October 2022,Production Technician II,WBL,Active,Full-Time,Zone C,Temporary,Production       ,General - Con,28 January 1955,MA,Female,White,Single,Fully Meets,1,20 March 2023,3,5,3,19 July 2023,Technical Skills,Internal,Failed,1,933.59,
3342,31 July 2021,Production Technician II,NEL,Active,Full-Time,Zone C,Part-Time,Production       ,Aerial,17 February 2000,MA,Male,Other,Widowed,Fully Meets,2,12 December 2022,3,4,1,15 November 2022,Leadership Development,Internal,Failed,4,583.66,
3343,21 February 2022,Production Technician II,PL,Active,Part-Time,Zone A,Full-Time,Production       ,Field Operations,25 November 1965,MA,Male,Hispanic,Married,Fully Meets,4,21 July 2023,4,2,5,05 July 2023,Technical Skills,External,Failed,2,819.62,
3344,29 August 2021,Production Technician II,BPC,Active,Contract,Zone B,Temporary,Production       ,General - Con,12 March 1958,MA,Male,White,Married,Fully Meets,3,13 July 2023,5,4,1,20 November 2022,Communication Skills,Internal,Failed,5,925,
3345,13 December 2021,Production Technician II,CCDR,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Production       ,Project Management - Con,09 April 1981,MA,Male,Asian,Single,Fully Meets,4,22 February 2023,1,1,3,28 December 2022,Project Management,External,Incomplete,5,127.93,
3346,30 March 2021,Production Technician II,SVG,Leave of Absence,Part-Time,Zone B,Temporary,Production       ,Yard (Material Handling),07 April 1957,MA,Female,Other,Divorced,Fully Meets,2,25 May 2023,5,3,2,27 October 2022,Leadership Development,Internal,Incomplete,1,608.47,
3347,02 February 2021,Production Technician II,EW,Leave of Absence,Contract,Zone C,Temporary,Production       ,Catv,22 August 1962,MA,Female,Hispanic,Divorced,Fully Meets,3,06 May 2023,4,2,1,24 January 2023,Technical Skills,External,Incomplete,1,501.92,
3348,31 October 2019,Production Technician II,MSC,Active,Part-Time,Zone A,Part-Time,Production       ,General - Con,01 December 1987,MA,Female,Asian,Widowed,Fully Meets,2,18 September 2022,5,2,1,29 April 2023,Project Management,Internal,Passed,2,922.33,
3349,07 November 2022,Production Technician I,WBL,Active,Contract,Zone A,Full-Time,Production       ,General - Eng,27 February 1959,MA,Male,Hispanic,Divorced,Fully Meets,3,01 December 2022,1,4,3,31 August 2022,Project Management,Internal,Incomplete,5,306.01,
3350,20 November 2022,Production Technician I,BPC,Active,Full-Time,Zone B,Part-Time,Production       ,Project Management - Con,07 January 1973,MA,Female,Hispanic,Divorced,Fully Meets,5,30 October 2022,2,1,1,30 September 2022,Project Management,Internal,Passed,2,963.95,
3351,15 December 2021,Production Technician I,CCDR,Voluntarily Terminated,Contract,Zone C,Part-Time,Production       ,Shop (Fleet),08 September 1974,MA,Male,Hispanic,Married,Fully Meets,2,14 February 2023,4,2,3,17 February 2023,Communication Skills,External,Incomplete,1,388.02,
3352,22 February 2023,Production Technician I,EW,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,05 April 1986,MA,Male,Other,Single,Fully Meets,3,22 January 2023,2,5,2,26 April 2023,Project Management,Internal,Failed,1,140.61,
3353,29 March 2020,Production Technician I,MSC,Active,Contract,Zone B,Part-Time,Production       ,General - Con,11 June 1978,MA,Female,Hispanic,Married,Fully Meets,3,11 January 2023,2,3,2,14 March 2023,Project Management,External,Incomplete,3,749.47,
3354,09 August 2021,Production Technician I,NEL,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,21 April 1961,MA,Female,Asian,Single,Fully Meets,3,02 September 2022,1,4,1,19 November 2022,Communication Skills,Internal,Incomplete,5,503.22,
3355,02 January 2023,Production Technician I,PL,Active,Contract,Zone B,Part-Time,Production       ,Aerial,23 February 1991,MA,Female,White,Divorced,Fully Meets,5,08 July 2023,1,3,3,14 June 2023,Leadership Development,Internal,Passed,4,492.21,
3356,10 November 2018,Production Technician I,PYZ,Active,Full-Time,Zone C,Part-Time,Production       ,General - Eng,14 August 1991,MA,Female,Asian,Married,Needs Improvement,3,10 August 2022,2,5,1,08 August 2022,Leadership Development,External,Completed,5,890.94,
3357,30 August 2022,Production Technician I,SVG,Active,Full-Time,Zone B,Temporary,Production       ,Engineers,09 August 1942,MA,Male,Asian,Married,Exceeds,1,07 December 2022,3,3,1,12 July 2023,Technical Skills,Internal,Failed,2,621.3,
3358,30 July 2021,Production Technician I,TNS,Leave of Absence,Full-Time,Zone A,Part-Time,Production       ,Field Operations,24 January 2000,MA,Male,Black,Divorced,Fully Meets,3,27 September 2022,1,1,2,28 August 2022,Customer Service,External,Failed,5,806.4,
3359,29 November 2020,Production Technician I,WBL,Active,Full-Time,Zone C,Temporary,Production       ,Field Operations,08 February 1980,MA,Male,Hispanic,Married,Exceeds,3,29 April 2023,3,1,3,13 April 2023,Project Management,External,Passed,5,886.07,
3360,24 March 2021,Production Technician I,BPC,Active,Part-Time,Zone A,Part-Time,Production       ,General - Con,20 May 1974,MA,Female,Asian,Married,Exceeds,2,25 June 2023,4,4,1,14 December 2022,Customer Service,External,Passed,3,740.89,
3361,29 December 2020,Production Technician I,CCDR,Voluntarily Terminated,Part-Time,Zone B,Temporary,Production       ,General - Con,04 October 1943,MA,Female,Other,Single,Exceeds,3,23 March 2023,1,3,3,14 November 2022,Communication Skills,External,Passed,1,921.81,
3362,02 August 2021,Production Technician I,EW,Active,Full-Time,Zone C,Temporary,Production       ,Field Operations,10 November 1967,MA,Female,Asian,Widowed,Exceeds,1,19 March 2023,1,5,1,31 July 2023,Customer Service,Internal,Passed,2,348.84,
3363,30 March 2022,Production Technician I,MSC,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,26 July 1957,MA,Male,Black,Married,Exceeds,5,22 June 2023,4,4,2,22 May 2023,Customer Service,External,Completed,2,826.15,
3364,05 March 2021,Production Technician II,WBL,Active,Part-Time,Zone A,Temporary,Production       ,Engineers,05 June 1960,MA,Female,Hispanic,Single,Exceeds,3,18 March 2023,1,5,2,01 December 2022,Leadership Development,Internal,Completed,1,205.35,
3365,02 December 2020,Production Technician II,NEL,Active,Contract,Zone B,Temporary,Production       ,Project Management - Con,27 June 1948,MA,Male,Asian,Divorced,Fully Meets,3,25 July 2023,1,1,4,23 August 2022,Communication Skills,External,Incomplete,1,349.86,
3366,20 January 2019,Production Technician II,PL,Voluntarily Terminated,Contract,Zone C,Full-Time,Production       ,General - Con,14 May 1976,MA,Male,Black,Widowed,Exceeds,4,21 August 2022,4,5,5,20 September 2022,Project Management,External,Passed,1,546.47,
3367,30 May 2020,Production Technician II,BPC,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Production       ,Field Operations,16 October 1962,MA,Male,Other,Single,Exceeds,2,11 September 2022,4,1,5,09 June 2023,Leadership Development,Internal,Passed,2,448.21,
3368,14 November 2019,Production Technician II,CCDR,Leave of Absence,Part-Time,Zone B,Part-Time,Production       ,Field Operations,07 February 1990,MA,Male,Black,Married,Exceeds,5,15 June 2023,5,1,4,28 November 2022,Leadership Development,Internal,Incomplete,5,970.35,
3369,27 July 2022,Production Technician II,SVG,Leave of Absence,Part-Time,Zone A,Temporary,Production       ,General - Con,29 August 1950,MA,Female,Other,Single,Exceeds,2,16 June 2023,2,5,4,01 October 2022,Project Management,Internal,Completed,5,152.86,
3370,20 June 2022,Production Technician II,EW,Active,Contract,Zone C,Temporary,Production       ,General - Con,27 August 1958,MA,Female,Asian,Widowed,Exceeds,3,30 July 2023,3,5,3,06 June 2023,Customer Service,External,Completed,2,264.88,
3371,20 December 2022,Production Technician II,MSC,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Production       ,Wireless,22 November 1970,MA,Female,Hispanic,Married,Exceeds,3,08 August 2022,4,2,5,01 December 2022,Communication Skills,Internal,Passed,2,210.15,
3372,14 January 2023,Production Technician I,TNS,Voluntarily Terminated,Contract,Zone C,Part-Time,Production       ,Project Management - Con,27 May 1992,MA,Female,Asian,Divorced,Fully Meets,4,13 July 2023,1,3,1,05 May 2023,Technical Skills,External,Passed,4,627.18,
3373,22 September 2018,Production Technician I,PYZ,Active,Contract,Zone A,Temporary,Production       ,Aerial,06 February 1989,MA,Male,Other,Married,Exceeds,2,03 August 2023,2,4,4,29 December 2022,Customer Service,External,Incomplete,1,575.42,
3374,24 September 2022,Production Technician I,WBL,Voluntarily Terminated,Part-Time,Zone A,Temporary,Production       ,Field Operations,04 December 1999,MA,Male,Hispanic,Divorced,Exceeds,4,17 March 2023,1,3,3,27 November 2022,Communication Skills,Internal,Completed,4,123.64,
3375,08 June 2020,Production Technician I,NEL,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Production       ,Engineers,20 September 1999,MA,Female,Black,Divorced,Exceeds,3,24 January 2023,2,4,3,30 June 2023,Technical Skills,Internal,Failed,1,655.61,
3376,06 July 2023,Production Technician I,PL,Active,Part-Time,Zone B,Temporary,Production       ,Field Operations,11 November 1986,MA,Female,Asian,Single,Exceeds,5,19 August 2022,4,1,2,20 February 2023,Project Management,External,Incomplete,4,410.54,
3377,24 February 2020,Production Technician I,BPC,Active,Part-Time,Zone A,Temporary,Production       ,Splicing,06 September 1989,MA,Female,Asian,Widowed,Exceeds,4,19 December 2022,3,5,3,24 October 2022,Communication Skills,Internal,Completed,2,485.17,
3378,26 May 2021,Production Technician I,CCDR,Active,Contract,Zone B,Temporary,Production       ,General - Con,04 September 1993,MA,Female,White,Single,Exceeds,3,12 April 2023,5,1,4,08 July 2023,Technical Skills,External,Passed,1,731.18,
3379,09 April 2023,Production Technician I,SVG,Leave of Absence,Contract,Zone C,Part-Time,Production       ,Technology / It,23 June 1973,MA,Female,Hispanic,Married,Exceeds,4,31 December 2022,2,1,4,12 January 2023,Technical Skills,Internal,Failed,3,849.25,
3380,27 June 2023,Production Technician I,EW,Active,Full-Time,Zone C,Temporary,Production       ,Field Operations,19 December 1984,MA,Male,Black,Widowed,Exceeds,1,05 September 2022,4,3,2,26 October 2022,Technical Skills,Internal,Incomplete,1,399.81,
3381,20 December 2022,Production Technician I,MSC,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,29 November 1954,MA,Male,White,Single,Exceeds,3,03 October 2022,1,5,2,30 August 2022,Customer Service,Internal,Incomplete,4,604.06,
3382,10 November 2018,Production Technician I,TNS,Active,Part-Time,Zone C,Temporary,Production       ,Field Operations,20 May 1970,MA,Male,Other,Divorced,Exceeds,5,10 November 2022,3,5,5,14 April 2023,Project Management,Internal,Failed,2,815.35,
3383,13 August 2020,Production Technician I,PYZ,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Production       ,General - Con,01 April 1985,MA,Female,Hispanic,Divorced,Exceeds,2,12 November 2022,3,2,3,16 November 2022,Leadership Development,Internal,Failed,4,750.79,
3384,07 March 2019,Production Technician I,WBL,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,18 July 1991,MA,Female,Hispanic,Married,Fully Meets,3,27 June 2023,2,1,2,19 November 2022,Leadership Development,Internal,Passed,1,981.44,
3385,13 March 2022,Production Technician I,NEL,Active,Part-Time,Zone A,Full-Time,Production       ,General - Con,10 July 1978,MA,Female,Other,Divorced,Fully Meets,3,21 December 2022,2,1,4,10 February 2023,Technical Skills,External,Failed,5,553.4,
3386,25 November 2019,Production Technician II,WBL,Active,Contract,Zone C,Temporary,Production       ,General - Con,18 February 1995,MA,Female,Hispanic,Widowed,Fully Meets,2,01 January 2023,2,1,5,26 August 2022,Leadership Development,External,Incomplete,1,348.3,
3387,06 March 2019,Production Technician II,NEL,Active,Full-Time,Zone C,Full-Time,Production       ,General - Sga,19 July 1965,MA,Male,Other,Widowed,Fully Meets,3,19 April 2023,1,3,4,16 October 2022,Technical Skills,Internal,Completed,3,912.09,
3388,19 April 2019,Production Technician II,PL,Active,Part-Time,Zone A,Temporary,Production       ,Fielders,17 September 1990,MA,Male,Black,Divorced,Fully Meets,1,09 October 2022,3,1,3,03 November 2022,Leadership Development,External,Failed,2,278.04,
3389,12 August 2020,Production Technician II,BPC,Active,Full-Time,Zone C,Temporary,Production       ,Field Operations,25 June 1943,MA,Male,Asian,Married,Fully Meets,1,11 February 2023,2,3,1,18 October 2022,Project Management,External,Completed,5,812.22,
3390,21 October 2022,Production Technician II,CCDR,Leave of Absence,Part-Time,Zone B,Temporary,Production       ,Billable Consultants,10 January 1969,MA,Female,Hispanic,Married,Fully Meets,1,02 August 2023,2,4,2,06 November 2022,Leadership Development,Internal,Failed,3,765.2,
3391,13 January 2020,Production Technician II,SVG,Active,Part-Time,Zone C,Full-Time,Production       ,General - Sga,04 November 1991,MA,Female,Black,Divorced,Fully Meets,3,05 July 2023,4,3,1,01 April 2023,Communication Skills,Internal,Incomplete,2,374.13,
3392,18 November 2019,Production Technician II,EW,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Production       ,General - Con,29 February 1988,MA,Female,Other,Single,Fully Meets,2,02 October 2022,3,4,2,23 January 2023,Technical Skills,External,Completed,3,319.39,
3393,25 August 2018,Production Technician I,BPC,Active,Contract,Zone B,Full-Time,Production       ,General - Con,04 June 1942,MA,Female,Hispanic,Married,Needs Improvement,3,21 May 2023,3,4,4,30 July 2023,Leadership Development,External,Passed,5,538.8,
3394,24 May 2021,Production Technician I,WBL,Active,Contract,Zone B,Temporary,Production       ,Field Operations,03 June 1949,MA,Male,Black,Divorced,Fully Meets,2,06 April 2023,1,5,5,12 September 2022,Leadership Development,External,Incomplete,3,845.75,
3395,09 June 2021,Production Technician I,TNS,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Production       ,Field Operations,09 February 1975,MA,Female,Other,Widowed,Needs Improvement,3,30 May 2023,4,4,3,24 August 2022,Communication Skills,Internal,Failed,3,745.69,
3396,05 April 2021,Production Technician I,SVG,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Production       ,General - Con,30 November 1949,MA,Female,Asian,Married,Fully Meets,4,13 September 2022,4,3,3,15 April 2023,Leadership Development,External,Passed,4,743.92,
3397,05 November 2022,Production Technician I,PYZ,Active,Part-Time,Zone A,Part-Time,Production       ,Field Operations,27 September 1949,MA,Female,Asian,Single,Fully Meets,3,22 March 2023,3,3,2,05 October 2022,Project Management,Internal,Incomplete,2,826.58,
3398,09 November 2019,Production Technician I,PL,Active,Part-Time,Zone A,Full-Time,Production       ,General - Con,11 December 1956,MA,Female,Other,Single,Fully Meets,3,15 August 2022,5,2,1,24 August 2022,Project Management,External,Passed,2,155.61,
3399,05 June 2022,Production Technician I,NEL,Active,Full-Time,Zone B,Full-Time,Production       ,Aerial,25 February 1984,MA,Female,White,Widowed,Fully Meets,2,23 May 2023,4,4,5,01 December 2022,Leadership Development,External,Failed,3,898.26,
3400,21 September 2021,Production Technician I,MSC,Active,Full-Time,Zone C,Temporary,Production       ,Shop (Fleet),04 June 1970,MA,Female,Black,Divorced,Fully Meets,1,30 December 2022,2,5,3,21 July 2023,Leadership Development,External,Passed,1,639.06,
3401,10 November 2021,Production Technician I,EW,Leave of Absence,Contract,Zone A,Full-Time,Production       ,Field Operations,11 April 1973,MA,Male,Hispanic,Married,Fully Meets,1,06 November 2022,4,4,1,25 April 2023,Project Management,Internal,Passed,5,605.29,
3402,03 March 2021,Production Technician I,CCDR,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Production       ,Field Operations,30 November 1971,MA,Male,Black,Single,Fully Meets,3,23 April 2023,1,4,4,05 July 2023,Customer Service,External,Incomplete,2,783.25,
3403,19 February 2021,Production Technician I,BPC,Voluntarily Terminated,Contract,Zone A,Full-Time,Production       ,Field Operations,03 September 1975,MA,Female,Asian,Married,Exceeds,3,06 March 2023,4,4,3,08 June 2023,Communication Skills,External,Completed,5,406.68,
3404,25 April 2019,Production Technician I,PYZ,Leave of Absence,Part-Time,Zone C,Full-Time,Production       ,Field Operations,20 January 1985,MA,Female,Other,Divorced,Fully Meets,2,22 March 2023,4,1,1,10 April 2023,Customer Service,Internal,Incomplete,4,518.46,
3405,13 January 2020,Production Technician I,WBL,Leave of Absence,Contract,Zone B,Full-Time,Production       ,Field Operations,02 March 1979,MA,Female,White,Single,Fully Meets,1,16 August 2022,2,1,1,05 April 2023,Customer Service,External,Completed,1,397.18,
3406,25 March 2020,Production Technician I,NEL,Voluntarily Terminated,Contract,Zone C,Temporary,Production       ,Finance & Accounting,17 May 1955,MA,Female,Other,Single,Fully Meets,5,16 July 2023,5,5,4,27 April 2023,Customer Service,Internal,Incomplete,1,538.94,
3407,15 April 2021,Production Technician II,WBL,Active,Part-Time,Zone C,Temporary,Production       ,Field Operations,26 February 1953,MA,Female,Asian,Single,Fully Meets,5,09 May 2023,1,3,5,06 February 2023,Leadership Development,External,Incomplete,1,501.87,
3408,15 December 2022,Production Technician II,NEL,Voluntarily Terminated,Contract,Zone B,Full-Time,Production       ,Field Operations,07 January 1965,MA,Male,Asian,Divorced,Fully Meets,3,02 June 2023,2,2,4,13 August 2022,Leadership Development,External,Failed,5,877.62,
3409,08 October 2022,Production Technician II,PL,Active,Contract,Zone B,Full-Time,Production       ,Yard (Material Handling),15 March 1943,MA,Male,Asian,Divorced,Fully Meets,4,03 October 2022,5,5,4,27 July 2023,Technical Skills,Internal,Failed,2,575.11,
3410,18 December 2018,Production Technician II,BPC,Active,Contract,Zone C,Temporary,Production       ,People Services,07 July 1980,MA,Male,Hispanic,Widowed,Fully Meets,3,04 September 2022,4,3,4,05 March 2023,Leadership Development,External,Failed,2,729.76,
3411,06 October 2022,Production Technician II,CCDR,Active,Full-Time,Zone B,Part-Time,Production       ,General - Eng,20 March 1949,MA,Female,Asian,Single,Fully Meets,2,30 October 2022,2,3,2,31 May 2023,Customer Service,Internal,Incomplete,5,961.53,
3412,28 December 2019,Production Technician II,SVG,Active,Part-Time,Zone A,Full-Time,Production       ,Shop (Fleet),20 March 1991,MA,Female,White,Divorced,Exceeds,3,24 September 2022,5,4,4,07 October 2022,Leadership Development,External,Incomplete,2,966.67,
3413,25 November 2019,Production Technician II,EW,Active,Contract,Zone B,Temporary,Production       ,Field Operations,15 December 1962,MA,Female,White,Single,Fully Meets,5,22 December 2022,1,2,5,20 March 2023,Customer Service,External,Passed,5,394.1,
3414,03 June 2022,Production Technician I,MSC,Active,Contract,Zone C,Temporary,Production       ,General - Con,04 May 1998,MA,Female,Hispanic,Married,Exceeds,3,06 February 2023,5,2,4,23 July 2023,Project Management,External,Incomplete,2,616.09,
3415,09 September 2022,Production Technician I,TNS,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Production       ,Splicing,14 October 1974,MA,Male,Hispanic,Widowed,Fully Meets,3,08 June 2023,2,5,1,16 September 2022,Leadership Development,Internal,Completed,4,103.35,
3416,02 October 2020,Production Technician I,BPC,Active,Full-Time,Zone B,Part-Time,Production       ,Finance & Accounting,18 December 1992,MA,Male,Asian,Married,Fully Meets,2,26 August 2022,1,2,1,18 February 2023,Leadership Development,External,Incomplete,5,488.05,
3417,07 February 2022,Production Technician I,CCDR,Active,Part-Time,Zone A,Part-Time,Production       ,Splicing,26 September 2000,MA,Female,Other,Widowed,Fully Meets,1,21 May 2023,2,5,5,10 March 2023,Project Management,External,Incomplete,5,906.21,
3418,14 October 2022,Production Technician I,EW,Active,Part-Time,Zone B,Temporary,Production       ,General - Con,12 August 1996,MA,Female,Asian,Widowed,Fully Meets,4,26 June 2023,5,3,4,15 June 2023,Technical Skills,Internal,Completed,4,397.08,
3419,14 October 2019,Production Technician I,MSC,Active,Contract,Zone C,Temporary,Production       ,General - Con,05 December 1952,MA,Female,Black,Divorced,Fully Meets,2,25 November 2022,2,5,2,18 May 2023,Project Management,External,Passed,3,999.72,
3420,10 October 2020,Production Technician I,NEL,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,10 August 1944,MA,Female,Other,Married,Fully Meets,2,08 March 2023,2,3,3,15 December 2022,Project Management,External,Passed,2,489.02,
3421,09 May 2022,Production Technician I,PL,Active,Part-Time,Zone A,Part-Time,Production       ,Wireless,11 June 1959,MA,Female,Other,Divorced,Fully Meets,1,15 February 2023,5,4,2,22 January 2023,Customer Service,External,Passed,1,786.71,
3422,22 June 2022,Production Technician I,PYZ,Leave of Absence,Part-Time,Zone C,Part-Time,Production       ,Engineers,23 June 1998,MA,Female,Other,Widowed,Fully Meets,3,08 June 2023,1,1,3,13 March 2023,Communication Skills,Internal,Failed,1,707.96,
